"Specie","Author1","Author2"
"Chamaecrista ursina","(Mart. ex Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista venatoria","(H.S.Irwin & Barneby) H.S.Irwin & Barneby",NA
"Chamaecrista venulosa","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista xanthadena","(Benth.) H.S.Irwin & Barneby",NA
"Chamaecrista zygophylloides","(Taub.) H.S.Irwin & Barneby",NA
"Chamaecrista zygophylloides var. colligans","(Taub.) H.S.Irwin & Barneby","(H.S.Irwin & Barneby) H.S.Irwin & Barneby"
"Chamaecrista zygophylloides var. zygophylloides","(Taub.) H.S.Irwin & Barneby",NA
"Copaifera elliptica","Mart.",NA
"Copaifera luetzelburgii","Harms",NA
"Copaifera malmei","Harms",NA
"Copaifera marginata","Benth.",NA
"Copaifera nana","Rizzini",NA
"Copaifera oblongifolia var. dawsonii","Mart. ex Hayne",NA
"Diptychandra aurantiaca subsp. aurantiaca","Tul.",NA
"Diptychandra aurantiaca subsp. epunctata","Tul.","(Tul.) H.C.Lima et al."
"Hymenaea eriogyne","Benth.",NA
"Hymenaea stigonocarpa var. brevipetiolata","Mart. ex Hayne","N.Mattos"
"Hymenaea stigonocarpa var. stigonocarpa","Mart. ex Hayne",NA
"Melanoxylon brauna","Schott",NA
"Moldenhawera",NA,NA
"Moldenhawera blanchetiana","Tul.",NA
"Moldenhawera blanchetiana var. multijuga","Tul.","L.P.Queiroz et al."
"Moldenhawera emarginata","(Spreng.) L.P.Queiroz & Allkin",NA
"Peltogyne discolor","Vogel",NA
"Peltogyne paniculata subsp. pubescens","Benth.","(Benth.) M.F.Silva"
"Pterogyne",NA,NA
"Pterogyne nitens","Tul.",NA
"Senna aculeata","(Pohl ex Benth.) H.S.Irwin & Barneby",NA
"Senna acuruensis","(Benth.) H.S.Irwin & Barneby",NA
"Senna affinis","(Benth.) H.S.Irwin & Barneby",NA
"Senna angulata","(Vogel) H.S.Irwin & Barneby",NA
"Senna angulata var. angulata","(Vogel) H.S.Irwin & Barneby",NA
"Senna aristeguietae","H.S.Irwin & Barneby",NA
"Senna cana var. hypoleuca","(Nees & Mart.) H.S.Irwin & Barneby","(Mart. ex Benth.) H.S.Irwin & Barneby"
"Senna cearensis","Afr.Fern.",NA
"Senna cernua","(Balb.) H.S.Irwin & Barneby",NA
"Senna corifolia","(Benth.) H.S.Irwin & Barneby",NA
"Senna corifolia var. caesia","(Benth.) H.S.Irwin & Barneby","(Taub. ex Harms) H.S.Irwin & Barneby"
"Senna corifolia var. corifolia","(Benth.) H.S.Irwin & Barneby",NA
"Senna georgica var. georgica","H.S.Irwin & Barneby",NA
"Senna hirsuta var. acuminata","(L.) H.S.Irwin & Barneby","(Benth.) H.S.Irwin & Barneby"
"Senna hirsuta var. hirsuta","(L.) H.S.Irwin & Barneby",NA
"Senna hirsuta var. leptocarpa","(L.) H.S.Irwin & Barneby","(Benth.) H.S.Irwin & Barneby"
"Senna macranthera","(DC. ex Collad.) H.S.Irwin & Barneby",NA
"Senna macranthera var. macranthera","(DC. ex Collad.) H.S.Irwin & Barneby",NA
"Senna macranthera var. micans","(DC. ex Collad.) H.S.Irwin & Barneby","(Nees) H.S.Irwin & Barneby"
"Senna macranthera var. nervosa","(DC. ex Collad.) H.S.Irwin & Barneby","(Vogel) H.S.Irwin & Barneby"
"Senna macranthera var. striata","(DC. ex Collad.) H.S.Irwin & Barneby","(Vogel) H.S.Irwin & Barneby"
"Senna mucronifera","(Mart. ex Benth.) H.S.Irwin & Barneby",NA
"Senna multijuga subsp. lindleyana","(Rich.) H.S.Irwin & Barneby","(Gardner) H.S.Irwin & Barneby"
"Senna multijuga subsp. multijuga","(Rich.) H.S.Irwin & Barneby",NA
"Senna pentagonia","(Mill.) H.S.Irwin & Barneby",NA
"Senna pentagonia var. pentagonia","(Mill.) H.S.Irwin & Barneby",NA
"Senna pentagonia var. valens","(Mill.) H.S.Irwin & Barneby","H.S.Irwin & Barneby"
"Senna pilifera var. pilifera","(Vogel) H.S.Irwin & Barneby",NA
"Senna reniformis","(G.Don) H.S.Irwin & Barneby",NA
"Senna rizzinii","H.S.Irwin & Barneby",NA
"Senna rostrata","(Mart.) H.S.Irwin & Barneby",NA
"Senna rupununiensis","H.S.Irwin & Barneby",NA
"Senna silvestris subsp. bifaria","(Vell.) H.S.Irwin & Barneby","H.S.Irwin & Barneby"
"Senna silvestris subsp. silvestris","(Vell.) H.S.Irwin & Barneby",NA
"Senna spectabilis var. excelsa","(DC.) H.S.Irwin & Barneby","(Schrad.) H.S.Irwin & Barneby"
"Senna spectabilis var. spectabilis","(DC.) H.S.Irwin & Barneby",NA
"Senna splendida","(Vogel) H.S.Irwin & Barneby",NA
"Senna splendida var. gloriosa","(Vogel) H.S.Irwin & Barneby","H.S.Irwin & Barneby"
"Senna splendida var. splendida","(Vogel) H.S.Irwin & Barneby",NA
"Senna trachypus","(Benth.) H.S.Irwin & Barneby",NA
"Acosmium",NA,NA
"Acosmium cardenasii","H.S.Irwin & Arroyo",NA
"Acosmium lentiscifolium","Schott",NA
"Aeschynomene benthamii","(Rudd) Afr.Fern.",NA
"Aeschynomene brevipes","Benth.",NA
"Aeschynomene carvalhoi","G.P.Lewis",NA
"Aeschynomene elegans","Schltdl. & Cham.",NA
"Aeschynomene elegans var. elegans","Schltdl. & Cham.",NA
"Aeschynomene elegans var. robustior","Schltdl. & Cham.","Rudd"
"Aeschynomene falcata","(Poir.) DC.",NA
"Aeschynomene genistoides","(Taub.) Rudd",NA
"Aeschynomene genistoides var. genistoides","(Taub.) Rudd",NA
"Aeschynomene genistoides var. latifoliola","(Taub.) Rudd","G.P.Lewis"
"Aeschynomene graminoides","G.P.Lewis",NA
"Aeschynomene histrix","Poir.",NA
"Aeschynomene histrix var. densiflora","Poir.","(Benth.) Rudd"
"Aeschynomene histrix var. histrix","Poir.",NA
"Aeschynomene histrix var. incana","Poir.","(Vogel) Benth."
"Aeschynomene leptostachya","Benth.",NA
"Aeschynomene lewisiana","Afr.Fern.",NA
"Aeschynomene marginata","Benth.",NA
"Aeschynomene matosii","Afr.Fern.",NA
"Aeschynomene nana","Glaz. ex Rudd",NA
"Aeschynomene oroboides","Benth.",NA
"Aeschynomene parviflora","Micheli",NA
"Aeschynomene paucifolia","Vogel",NA
"Aeschynomene podocarpa","Vogel",NA
"Aeschynomene priscoana","Afr.Fern.",NA
"Aeschynomene racemosa","Vogel",NA
"Aeschynomene riedeliana","Taub.",NA
"Aeschynomene selloi","Vogel",NA
"Aeschynomene simplicifolia","G.P.Lewis",NA
"Aeschynomene vogelii","Rudd",NA
"Aeschynomene warmingii","Micheli",NA
"Andira anthelmia","(Vell.) Benth.",NA
"Andira cordata","Arroyo ex R.T.Penn. & H.C.Lima",NA
"Andira fraxinifolia","Benth.",NA
"Andira humilis","Mart. ex Benth.",NA
"Andira legalis","(Vell.) Toledo",NA
"Andira ormosioides","Benth.",NA
"Arachis archeri","Krapov. & W.C.Greg.",NA
"Arachis benthamii","Handro",NA
"Arachis brevipetiolata","Krapov. & W.C.Greg.",NA
"Arachis burchellii","Krapov. & W.C.Greg.",NA
"Arachis cryptopotamica","Krapov. & W.C.Greg.",NA
"Arachis decora","Krapov. et al.",NA
"Arachis douradiana","Krapov. & W.C.Greg.",NA
"Arachis giacomettii","Krapov. et al.",NA
"Arachis glabrata","Benth.",NA
"Arachis glabrata var. glabrata","Benth.",NA
"Arachis gracilis","Krapov. & W.C.Greg.",NA
"Arachis guaranitica","Chodat & Hassl.",NA
"Arachis hatschbachii","Krapov. & W.C.Greg.",NA
"Arachis hermannii","Krapov. & W.C.Greg.",NA
"Arachis kuhlmannii","Krapov. & W.C.Greg.",NA
"Arachis lutescens","Krapov. & Rigoni",NA
"Arachis macedoi","Krapov. & W.C.Greg.",NA
"Arachis major","Krapov. & W.C.Greg.",NA
"Arachis marginata","Gardner",NA
"Arachis martii","Handro",NA
"Arachis matiensis","Krapov. et al.",NA
"Arachis oteroi","Krapov. & W.C.Greg.",NA
"Arachis palustris","Krapov. et al.",NA
"Arachis paraguariensis","Chodat & Hassl.",NA
"Arachis paraguariensis subsp. capibarensis","Chodat & Hassl.","Krapov. & W.C.Greg."
"Arachis paraguariensis subsp. paraguariensis","Chodat & Hassl.",NA
"Arachis pietrarellii","Krapov. & W.C.Greg.",NA
"Arachis pintoi","Krapov. & W.C.Greg.",NA
"Arachis praecox","Krapov. et al.",NA
"Arachis prostrata","Benth.",NA
"Arachis repens","Handro",NA
"Arachis retusa","Krapov. et al.",NA
"Arachis setinervosa","Krapov. & W.C.Greg.",NA
"Arachis simpsonii","Krapov. & W.C.Greg.",NA
"Arachis stenophylla","Krapov. & W.C.Greg.",NA
"Arachis stenosperma","Krapov. & W.C.Greg.",NA
"Arachis subcoriacea","Krapov. & W.C.Greg.",NA
"Arachis sylvestris","(A.Chev.) A.Chev.",NA
"Arachis tuberosa","Bong. ex Benth.",NA
"Bocoa",NA,NA
"Bowdichia virgilioides","Kunth",NA
"Calopogonium galactioides","(Kunth) Benth. ex Hemsl.",NA
"Calopogonium velutinum","(Benth.) Amshoff",NA
"Camptosema douradense","H.S.Irwin & Arroyo",NA
"Camptosema",NA,NA
"Camptosema ellipticum","(Desv.) Burkart",NA
"Camptosema isopetalum","(Lam.) Taub.",NA
"Camptosema scarlatinum","(Mart. ex Benth.) Burkart",NA
"Camptosema spectabile","(Tul.) Burkart",NA
"Canavalia picta","Mart. ex Benth.",NA
"Canavalia picta var. elliptica","Mart. ex Benth.","Fantz"
"Canavalia saueri","Fantz",NA
"Centrolobium sclerophyllum","H.C.Lima",NA
"Centrolobium tomentosum","Guillem. ex Benth.",NA
"Centrosema arenarium","Benth.",NA
"Centrosema bifidum","Benth.",NA
"Centrosema bracteosum","Benth.",NA
"Centrosema brasilianum","(L.) Benth.",NA
"Centrosema brasilianum var. angustifolium","(L.) Benth.","Amshoff"
"Centrosema coriaceum","Benth.",NA
"Centrosema dasyanthum","Benth.",NA
"Centrosema fasciculatum","Benth.",NA
"Centrosema grandiflorum","Benth.",NA
"Centrosema lucia-helenae","Brandão & Gavil.",NA
"Centrosema macrocarpum","Benth.",NA
"Centrosema pascuorum","Mart. ex Benth.",NA
"Centrosema platycarpum","Benth.",NA
"Centrosema teresae","M.B.Ferreira & Sousa Costa",NA
"Centrosema venosum","Mart. ex Benth.",NA
"Centrosema vetulum","Mart. ex Benth.",NA
"Centrosema vexillatum","Benth.",NA
"Chaetocalyx blanchetiana","(Benth.) Rudd",NA
"Chaetocalyx bracteosa","Rudd",NA
"Chaetocalyx longiflora","Benth. ex A.Gray",NA
"Chaetocalyx scandens","(L.) Urb.",NA
"Chaetocalyx scandens var. pubescens","(L.) Urb.","(DC.) Rudd"
"Chaetocalyx subulatus","Mackinder",NA
"Cleobulia",NA,NA
"Cleobulia multiflora","Mart. ex Benth.",NA
"Clitoria densiflora","(Benth.) Benth.",NA
"Clitoria epetiolata","Burkart",NA
"Clitoria fairchildiana","R.A.Howard",NA
"Clitoria falcata var. falcata","Lam.",NA
"Clitoria guianensis","(Aubl.) Benth.",NA
"Clitoria guianensis var. chapadensis","(Aubl.) Benth.","(Malme) Fantz"
"Clitoria irwinii","Fantz",NA
"Clitoria laurifolia","Poir.",NA
"Clitoria rufescens","(Benth.) Benth.",NA
"Clitoria simplicifolia","(Kunth) Benth.",NA
"Collaea",NA,NA
"Collaea speciosa","(Loisel.) DC.",NA
"Coursetia",NA,NA
"Coursetia rostrata","Benth.",NA
"Crotalaria brachycarpa","Benth.",NA
"Crotalaria breviflora","DC.",NA
"Crotalaria flavicoma","Benth.",NA
"Crotalaria goiasensis","Windler & S.G.Skinner",NA
"Crotalaria grandiflora","Benth.",NA
"Crotalaria harleyi","Windler & S.G.Skinner",NA
"Crotalaria hilariana","Benth.",NA
"Crotalaria maypurensis","Kunth",NA
"Crotalaria micans","Link",NA
"Crotalaria miottoae","A.S.Flores & A.M.G.Azevedo",NA
"Crotalaria nitens","Kunth",NA
"Crotalaria otoptera","Benth.",NA
"Crotalaria paulina","Schrank",NA
"Crotalaria pilosa","Mill.",NA
"Crotalaria rufipila","Benth.",NA
"Crotalaria stipularia","Desv.",NA
"Crotalaria unifoliolata","Benth.",NA
"Crotalaria velutina","Benth.",NA
"Crotalaria vespertilio","Benth.",NA
"Crotalaria vitellina","Ker Gawl.",NA
"Cyclolobium",NA,NA
"Dalbergia acuta","Benth.",NA
"Dalbergia brasiliensis","Vogel",NA
"Dalbergia cuiabensis","Benth.",NA
"Dalbergia decipularis","Rizzini & A.Mattos",NA
"Dalbergia densiflora","Benth.",NA
"Dalbergia elegans","A.M.Carvalho",NA
"Dalbergia foliolosa","Benth.",NA
"Dalbergia frutescens var. frutescens","(Vell.) Britton",NA
"Dalbergia frutescens var. tomentosa","(Vell.) Britton","(Vogel) Benth."
"Dalbergia glandulosa","Benth.",NA
"Dalbergia glaucescens","(Mart. ex Benth.) Benth.",NA
"Dalbergia guttembergii","A.M.Carvalho",NA
"Dalbergia hiemalis","Malme",NA
"Dalbergia hortensis","Heringer, Rizzini & A.Mattos",NA
"Dalbergia villosa","(Benth.) Benth.",NA
"Dalbergia villosa var. villosa","(Benth.) Benth.",NA
"Deguelia hatschbachii","A.M.G.Azevedo",NA
"Derris floribunda","(Benth.) Ducke",NA
"Desmodium cuneatum","Hook. & Arn.",NA
"Desmodium distortum","(Aubl.) J.F.Macbr.",NA
"Desmodium glabrescens","Malme",NA
"Desmodium hassleri","(Schindl.) Burkart",NA
"Desmodium pachyrhizum","Vogel",NA
"Desmodium platycarpum","Benth.",NA
"Desmodium sclerophyllum","Benth.",NA
"Desmodium subsericeum","Malme",NA
"Dioclea coriacea","Benth.",NA
"Dioclea glabra","Benth.",NA
"Dioclea grandiflora","Mart. ex Benth.",NA
"Dioclea latifolia","Benth.",NA
"Dioclea rufescens","Benth.",NA
"Diplotropis ferruginea","Benth.",NA
"Dipteryx alata","Vogel",NA
"Discolobium",NA,NA
"Discolobium leptophyllum","Benth.",NA
"Eriosema",NA,NA
"Eriosema benthamianum","Mart. ex Benth.",NA
"Eriosema brachyrhachis","Harms",NA
"Eriosema brevipes","Grear",NA
"Eriosema campestre","Benth.",NA
"Eriosema campestre var. campestre","Benth.",NA
"Eriosema campestre var. macrophyllum","Benth.","(Grear) Fortunato"
"Eriosema congestum","Benth.",NA
"Eriosema crassicaule","Grear",NA
"Eriosema crinitum","(Kunth) G.Don",NA
"Eriosema crinitum var. crinitum","(Kunth) G.Don",NA
"Eriosema crinitum var. discolor","(Kunth) G.Don","Fortunato"
"Eriosema crinitum var. stipulare","(Kunth) G.Don","(Benth.) Fortunato"
"Eriosema cupreum","Harms",NA
"Eriosema defoliatum","Benth.",NA
"Eriosema floribundum","Benth.",NA
"Eriosema glabrum","Mart. ex Benth.",NA
"Eriosema glaziovii","Harms",NA
"Eriosema heterophyllum","Benth.",NA
"Eriosema irwinii","Grear",NA
"Eriosema laxiflorum","Harms",NA
"Eriosema longiflorum","Benth.",NA
"Eriosema longifolium","Benth.",NA
"Eriosema obovatum","Benth.",NA
"Eriosema prorepens","Benth.",NA
"Eriosema pycnanthum","Benth.",NA
"Eriosema pycnanthum var. pycnanthum","Benth.",NA
"Eriosema pycnanthum var. veadeirensis","Benth.","Grear"
"Eriosema riedelii","Benth.",NA
"Eriosema rigidum","Benth.",NA
"Eriosema rufum","(Kunth) G.Don",NA
"Eriosema rufum var. macrostachyum","(Kunth) G.Don","(DC.) G.Don"
"Eriosema rufum var. rufum","(Kunth) G.Don",NA
"Eriosema simplicifolium","(Kunth) G.Don",NA
"Eriosema simplicifolium var. simplicifolium","(Kunth) G.Don",NA
"Eriosema stenophyllum","Harms",NA
"Eriosema strictum","Benth.",NA
"Eriosema tacuaremboense","Arechav.",NA
"Erythrina crista-galli","L.",NA
"Erythrina falcata","Benth.",NA
"Erythrina speciosa","Andrews",NA
"Erythrina ulei","Harms",NA
"Erythrina velutina","Willd.",NA
"Galactia",NA,NA
"Galactia boavista","(Vell.) Burkart",NA
"Galactia crassifolia","(Benth.) Taub.",NA
"Galactia decumbens","(Benth.) Chodat & Hassl.",NA
"Galactia dimorpha","Burkart",NA
"Galactia douradensis","Taub.",NA
"Galactia eriosematoides","Harms",NA
"Galactia glaucescens","Kunth",NA
"Galactia gracillima","Benth.",NA
"Galactia grewiaefolia","(Benth.) Taub.",NA
"Galactia heringeri","Burkart",NA
"Galactia hoehnei","Burkart",NA
"Galactia irwinii","R.S.Cowan",NA
"Galactia jussiaeana","Kunth",NA
"Galactia lamprophylla","Harms",NA
"Galactia martii","DC.",NA
"Galactia nana","Burkart",NA
"Galactia neesii","DC.",NA
"Galactia neesii var. neesii","DC.",NA
"Galactia peduncularis","(Benth.) Taub.",NA
"Galactia pretiosa","Burkart",NA
"Galactia remansoana","Harms",NA
"Galactia stereophylla","Harms",NA
"Galactia striata","(Jacq.) Urb.",NA
"Galactia weddelliana","Benth.",NA
"Harpalyce",NA,NA
"Harpalyce brasiliana","Benth.",NA
"Harpalyce brasiliana var. brasiliana","Benth.",NA
"Harpalyce hilariana","Benth.",NA
"Harpalyce hilariana var. hilariana","Benth.",NA
"Harpalyce hilariana var. speciosa","Benth.","(Taub.) Arroyo"
"Harpalyce lepidota","Taub.",NA
"Harpalyce macedoi","R.S.Cowan",NA
"Harpalyce minor","Benth.",NA
"Harpalyce parvifolia","H.S.Irwin & Arroyo",NA
"Harpalyce robusta","H.S.Irwin & Arroyo",NA
"Indigofera asperifolia","Bong. ex Benth.",NA
"Indigofera bongardiana","(Kuntze) Burkart",NA
"Indigofera campestris","Bong. ex Benth.",NA
"Lonchocarpus sericeus","(Poir.) Kunth ex DC.",NA
"Luetzelburgia",NA,NA
"Luetzelburgia auriculata","(Allemão) Ducke",NA
"Luetzelburgia praecox","(Harms) Harms",NA
"Lupinus",NA,NA
"Lupinus arenarius","Gardner",NA
"Lupinus comptus","Mart.",NA
"Lupinus coriaceus","Benth.",NA
"Lupinus crotalarioides","Mart. ex Benth.",NA
"Lupinus elaphoglossum","Barneby",NA
"Lupinus guaraniticus","(Hassl.) C.P.Sm.",NA
"Lupinus insignis","Glaz. ex C.P.Sm.",NA
"Lupinus laevigatus","Benth.",NA
"Lupinus parvifolius","Gardner",NA
"Lupinus sellowianus","Harms",NA
"Lupinus subsessilis","Benth.",NA
"Lupinus velutinus","Benth.",NA
"Machaerium aculeatum","Raddi",NA
"Machaerium acutifolium","Vogel",NA
"Machaerium acutifolium var. acutifolium","Vogel",NA
"Machaerium acutifolium var. enneandrum","Vogel","(Hoehne) Rudd"
"Machaerium brasiliense","Vogel",NA
"Machaerium condensatum","Kuhlm. & Hoehne",NA
"Machaerium eriocarpum","Benth.",NA
"Machaerium fulvovenosum","H.C.Lima",NA
"Machaerium incorruptibile","(Vell.) Benth.",NA
"Machaerium lanceolatum","(Vell.) J.F.Macbr.",NA
"Machaerium mucronulatum","Mart. ex Benth.",NA
"Machaerium nigrum","Vogel",NA
"Machaerium nyctitans","(Vell.) Benth.",NA
"Machaerium opacum","Vogel",NA
"Machaerium ovalifolium","Glaz. ex Rudd",NA
"Machaerium paraguariense","Hassl.",NA
"Machaerium quinata","(Aubl.) Sandwith",NA
"Machaerium scleroxylon","Tul.",NA
"Machaerium stipitatum","Vogel",NA
"Machaerium villosum","Vogel",NA
"Macroptilium",NA,NA
"Macroptilium atropurpureum","(Sessé & Moc. ex DC.) Urb.",NA
"Macroptilium bracteatum","(Nees & Mart.) Maréchal & Baudet",NA
"Macroptilium erythroloma","(Mart. ex Benth.) Urb.",NA
"Macroptilium gracile","(Poepp. ex Benth.) Urb.",NA
"Macroptilium lathyroides","(L.) Urb.",NA
"Macroptilium monophyllum","(Benth.) Maréchal & Baudet",NA
"Macroptilium prostratum","(Benth.) Urb.",NA
"Macroptilium sabaraense","(Hoehne) V.P.Barbosa",NA
"Mucuna sloanei","Fawc. & Rendle",NA
"Myrocarpus",NA,NA
"Myroxylon peruiferum","L.f.",NA
"Mysanthus",NA,NA
"Mysanthus uleanus","(Harms) G.P.Lewis & A.Delgado",NA
"Mysanthus uleanus var. dolicopsoides","(Harms) G.P.Lewis & A.Delgado","(Hoehne) G.P.Lewis & A.Delgado"
"Mysanthus uleanus var. uleanus","(Harms) G.P.Lewis & A.Delgado",NA
"Ormosia arborea","(Vell.) Harms",NA
"Ormosia fastigiata","Tul.",NA
"Ormosia nobilis","Tul.",NA
"Ormosia stipularis","Ducke",NA
"Periandra",NA,NA
"Periandra coccinea","(Schrad.) Benth.",NA
"Periandra densiflora","Benth.",NA
"Periandra gracilis","H.S.Irwin & Arroyo",NA
"Periandra heterophylla","Benth.",NA
"Periandra mediterranea","(Vell.) Taub.",NA
"Periandra pujalu","Emmerich & Senna",NA
"Platycyamus regnellii","Benth.",NA
"Platymiscium floribundum","Vogel",NA
"Platymiscium floribundum var. nitens","Vogel","(Vogel) Klitg."
"Platymiscium pubescens subsp. zehntneri","Micheli","(Harms) Klitg."
"Platymiscium trinitatis","Benth.",NA
"Poecilanthe parviflora","Benth.",NA
"Poecilanthe subcordata","Benth.",NA
"Poiretia",NA,NA
"Poiretia angustifolia","Vogel",NA
"Poiretia bahiana","Cl.Müll.",NA
"Poiretia crenata","C.Muell.",NA
"Poiretia elegans","Cl.Müll.",NA
"Poiretia latifolia","Vogel",NA
"Poiretia longipes","Harms",NA
"Poiretia marginata","Cl.Müll.",NA
"Poiretia punctata","(Willd.) Desv.",NA
"Poiretia tetraphylla","(Poir.) Burkart",NA
"Poiretia unifoliolata","Barreto ex A.B.Martins & Pedersoli",NA
"Pterodon",NA,NA
"Pterodon abruptus","(Moric.) Benth.",NA
"Pterodon emarginatus","Vogel",NA
"Pterodon pubescens","(Benth.) Benth.",NA
"Rhynchosia arenicola","Hassl.",NA
"Rhynchosia clausseni","Benth.",NA
"Rhynchosia corylifolia","Mart. ex Benth.",NA
"Rhynchosia melanocarpa","Grear",NA
"Rhynchosia naineckensis","Fortunato",NA
"Rhynchosia platyphylla","Benth.",NA
"Riedeliella",NA,NA
"Riedeliella graciliflora","Harms",NA
"Sesbania",NA,NA
"Sesbania oligosperma","Taub.",NA
"Stylosanthes",NA,NA
"Stylosanthes acuminata","M.B.Ferreira & Sousa Costa",NA
"Stylosanthes angustifolia","Vogel",NA
"Stylosanthes aurea","M.B.Ferreira & Sousa Costa",NA
"Stylosanthes bracteata","Vogel",NA
"Stylosanthes campestris","M.B.Ferreira & Sousa Costa",NA
"Stylosanthes capitata","Vogel",NA
"Stylosanthes debilis","M.B.Ferreira & Sousa Costa",NA
"Stylosanthes gracilis","Kunth",NA
"Stylosanthes grandifolia","M.B.Ferreira & Sousa Costa",NA
"Stylosanthes guianensis","(Aubl.) Sw.",NA
"Stylosanthes guianensis var. canescens","(Aubl.) Sw.","M.B.Ferreira & Sousa Costa"
"Stylosanthes guianensis var. guianensis","(Aubl.) Sw.",NA
"Stylosanthes guianensis var. microcephala","(Aubl.) Sw.","M.B.Ferreira & Sousa Costa"
"Stylosanthes guianensis var. pauciflora","(Aubl.) Sw.","M.B.Ferreira & Sousa Costa"
"Stylosanthes hippocampoides","Mohlenbr.",NA
"Stylosanthes humilis","Kunth",NA
"Stylosanthes leiocarpa","Vogel",NA
"Stylosanthes linearifolia","M.B.Ferreira & Sousa Costa",NA
"Stylosanthes longiseta","Micheli",NA
"Stylosanthes macrocephala","M.B.Ferreira & Sousa Costa",NA
"Stylosanthes montevidensis","Vogel",NA
"Stylosanthes nunoi","Brandão",NA
"Stylosanthes pilosa","M.B.Ferreira & Sousa Costa",NA
"Stylosanthes scabra","Vogel",NA
"Stylosanthes tomentosa","M.B.Ferreira & Sousa Costa",NA
"Stylosanthes viscosa","(L.) Sw.",NA
"Swartzia acutifolia","Vogel",NA
"Swartzia apetala var. apetala","Raddi",NA
"Swartzia auriculata","Poepp.",NA
"Swartzia bahiensis","R.S.Cowan",NA
"Swartzia flaemingii","Raddi",NA
"Swartzia flaemingii var. flaemingii","Raddi",NA
"Swartzia latifolia","Benth.",NA
"Swartzia leptopetala","Benth.",NA
"Swartzia macrostachya","Benth.",NA
"Swartzia macrostachya var. macrostachya","Benth.",NA
"Swartzia multijuga","Vogel",NA
"Swartzia pilulifera","Benth.",NA
"Sweetia",NA,NA
"Sweetia fruticosa","Spreng.",NA
"Tephrosia adunca","Benth.",NA
"Tephrosia egregia","Sandwith",NA
"Vatairea macrocarpa","(Benth.) Ducke",NA
"Vataireopsis",NA,NA
"Vataireopsis speciosa","Ducke",NA
"Vigna",NA,NA
"Zollernia",NA,NA
"Zollernia ilicifolia","(Brongn.) Vogel",NA
"Zollernia paraensis","Huber",NA
"Zornia brasiliensis","Vogel",NA
"Zornia burkartii","Vanni",NA
"Zornia cearensis","Huber",NA
"Zornia confusa","Vanni",NA
"Zornia crinita","(Mohlenbr.) Vanni",NA
"Zornia cryptantha","Arechav.",NA
"Zornia curvata","Mohlenbr.",NA
"Zornia curvata var. curvata","Mohlenbr.",NA
"Zornia flemmingioides","Moric.",NA
"Zornia gardneriana","Moric.",NA
"Zornia glaziovii","Harms",NA
"Zornia hebecarpa","Mohlenbr.",NA
"Zornia latifolia","Sm.",NA
"Zornia mitziana","Sousa Costa",NA
"Zornia pardina","Mohlenbr.",NA
"Zornia pardina var. pardina","Mohlenbr.",NA
"Zornia ramboiana","Mohlenbr.",NA
"Zornia reticulata","Sm.",NA
"Zornia sericea","Moric.",NA
"Zornia ulei","Harms",NA
"Zornia virgata","Moric.",NA
"Calliandra carrascana","Barneby",NA
"Calliandra cumbucana","Renvoize",NA
"Calliandra dysantha var. macrocephala","Benth.","(Benth.) Barneby"
"Calliandra dysantha var. opulenta","Benth.","Barneby"
"Calliandra dysantha var. turbinata","Benth.","(Benth.) Barneby"
"Calliandra fasciculata var. bracteosa","Benth.","(Benth.) Barneby"
"Calliandra fasciculata var. fasciculata","Benth.",NA
"Calliandra foliolosa","Benth.",NA
"Calliandra gardneri","Benth.",NA
"Calliandra linearis","Benth.",NA
"Calliandra longipes","Benth.",NA
"Calliandra santosiana","Glaz. ex Barneby",NA
"Calliandra silvicola","Taub.",NA
"Calliandra staminea","(Thunb.) Barneby",NA
"Desmanthus tatuhyensis","Hoehne",NA
"Dimorphandra exaltata","Schott",NA
"Holocalyx",NA,NA
"Holocalyx balansae","Micheli",NA
"Inga thibaudiana subsp. russotomentella","DC.","(Malme) T.D.Penn."
"Leucochloron foederale","(Barneby & J.W.Grimes) Barneby & J.W.Grimes",NA
"Leucochloron incuriale","(Vell.) Barneby & J.W.Grimes",NA
"Leucochloron minarum","(Glaz. ex Harms) Barneby & J.W.Grimes",NA
"Mimosa accedens","Barneby",NA
"Mimosa acroconica","Barneby",NA
"Mimosa adamantina","Barneby",NA
"Mimosa adamantina var. adamantina","Barneby",NA
"Mimosa adamantina var. hebecarpa","Barneby","Barneby"
"Mimosa adenotricha","Benth.",NA
"Mimosa aguapeia","Barneby",NA
"Mimosa albolanata","Taub.",NA
"Mimosa albolanata var. albolanata","Taub.",NA
"Mimosa albolanata var. brasiliana","Taub.","Barneby"
"Mimosa albolanata var. grossiceps","Taub.","Barneby"
"Mimosa albolanata var. paucipinna","Taub.","(Benth.) Barneby"
"Mimosa alleniana","Morong",NA
"Mimosa amnis-atri","Barneby",NA
"Mimosa apodocarpa","Benth.",NA
"Mimosa auriberbis","Barneby",NA
"Mimosa aurivillus var. calothamnoides","Mart.","Barneby"
"Mimosa aurivillus var. calothamnos","Mart.","(Benth.) Barneby"
"Mimosa aurivillus var. warmingii","Mart.","Barneby"
"Mimosa barretoi","Hoehne",NA
"Mimosa bipennatula","Barneby",NA
"Mimosa bispiculata","Barneby",NA
"Mimosa bombycina","Barneby",NA
